Quin és el teu rol a la teva institució educativa?,Quin nivell d'estudis estàs cursant en aquest moment o en quin nivell dels següents ets docent?,Quants anys portes a la teva institució educativa?,"Quina és la teva àrea d’estudi (o la matèria que ensenyes, si és aplicable)?","En una escala de l’1 al 5, com valoraries el teu coneixement i comprensió de les eines d’IA (per exemple, ChatGPT) per a finalitats acadèmiques?",Quines de les següents eines d’IA has utilitzat per a tasques acadèmiques? ,"En una escala de l’1 al 5, amb quina freqüència utilitzes eines d’IA (per exemple, ChatGPT) per a tasques acadèmiques?",En quins dels següents contextos utilitzes eines d’IA? (Selecciona totes les opcions aplicables),En quina mesura creus que les eines d’IA t’ajuden a comprendre temes acadèmics complexos?,"Si en un examen final et deixen escollir entre portar els teus apunts de l'assignatura o fer ús del ChatGPT, què triaries?","Si no poguessis utilitzar eines d’IA durant un semestre, com creus que afectaria el teu rendiment acadèmic?","Creus que les eines d’IA (per exemple, ChatGPT) milloren la teva experiència general d’aprenentatge?",L’ús d’eines d’IA ha influït en la teva manera d’abordar problemes acadèmics complexos o tasques?,"En una escala de l’1 al 5, en quina mesura creus que les eines d’IA milloren el teu rendiment acadèmic?","Com creus que les eines d’IA (per exemple, ChatGPT) han influït en els mètodes d’ensenyament a la teva institució educativa?",Com de segur et sents explicant el material que has après a classe sense cap ajuda externa (incloent-hi eines d’IA)?,Creus que la teva comprensió de temes complexos és més profunda quan estudies amb eines d’IA en comparació amb mètodes d’estudi tradicionals (sense IA)?,"En quina mesura estàs d’acord amb la següent afirmació: 'Quan faig servir eines d’IA amb regularitat, tendeixo a dependre més d’elles per resoldre problemes i aprendre, en lloc de fer-ho amb les meves pròpies habilitats cognitives.'","Al teu entendre, com de forta és la correlació entre la freqüència d’ús d’eines d’IA i el teu rendiment acadèmic (per exemple, notes d’exàmens, puntuacions de tasques)?","Després d’estudiar amb assistència d’IA, quant de temps retens normalment el material après en comparació amb mètodes d’estudi tradicionals?",En quina mesura estàs d’acord amb la següent afirmació: 'Confiar massa en les eines d’IA (com ChatGPT) podria danyar la creativitat i les habilitats de pensament crític dels estudiants.',La IA t’ha proporcionat orientació útil sobre la teva trajectòria professional o decisions educatives?,Com de preocupat estàs per la privadesa i la seguretat de les teves dades personals quan utilitzes eines d’IA per a tasques acadèmiques?,T’interessaria fer servir una eina web que avaluï l’estat del teu procés d’aprenentatge segons el teu ús de la IA i el teu rendiment acadèmic?,Quants anys portes a la docència?,"Segons la teva experiència, els estudiants que utilitzen freqüentment eines d’IA mostren una millor retenció de coneixement que aquells que no les utilitzen?",Com percebeu l’impacte de la IA en la capacitat dels estudiants per pensar críticament i resoldre problemes de manera independent?,En quines de les següents tasques fas servir eines d’IA? (Selecciona totes les aplicables),Quin format d’avaluació fas servir principalment en la teva assignatura?,L’element avaluatiu de més pes de la teva assignatura permet l’ús d’eines d’IA per completar-lo?,Creus que l’ús de la IA permet a l’alumnat superar l’element avaluatiu de més pes de la teva assignatura sense haver adquirit realment els coneixements necessaris?,Quines estratègies utilitzes per validar l’autenticitat del treball de l’alumnat i calibrar el seu aprenentatge? (Selecciona totes les aplicables),Consideres que et falta coneixement sobre IA per aplicar-la a la teva docència?,Consideres que et falten eines o recursos per gestionar l’ús de la IA a l’aula?,"Com valoraries el suport extern (eines, formació, assessorament) per integrar la IA en la teva docència?",Hi ha directrius clares en el teu centre educatiu sobre com usar les eines d'IA a les aules?,"Com valoraries la disponibilitat de recursos i suport (per exemple, materials de formació, tutorials, serveis d’ajuda) per a l’ús d’eines d’IA a la teva institució educativa?",Quina probabilitat hi ha que recomanis l’ús d’eines d’IA per a finalitats acadèmiques als teus companys?
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Cuina ,,,,,,,,,,,,,,,,,,,,,5+ anys,3.0,3.0,Comunicar-te amb l’alumnat o companys,Presentació oral,"No, l’ús d’IA està prohibit",2.0,Ús de programari de detecció de contingut generat per IA,3.0,3.0,3.0,Sí,3,3
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,4.0,ChatGPT;Gemini,5.0,"Resumir temes complexos;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",5.0,No n'estic segur/a,2.0,Sí,Sí,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,Sí,4.0,4.0,,,,,,,,,,,,,1,5
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Ciències de la salut,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,1.0,Generar contingut docent / material;Aprendre contingut per impartir a l’aula,Examen escrit en paper,"No, l’ús d’IA està prohibit",3.0,Exàmens orals o entrevistes personalitzades,5.0,5.0,4.0,No,1,4
Estudiant,Postgrau,Menys d'1 any,Enginyeria i arquitectura,5.0,ChatGPT;Copilot,2.0,Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques,5.0,Apunts,4.0,Sí,Sí,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,Sí,5.0,4.0,,,,,,,,,,,,,4,3
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,4.0,ChatGPT;Dall-E,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Potser,No,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,No,2.0,3.0,,,,,,,,,,,,,3,4
Professor/Personal docent,ESO,1-2 anys,Ciències,,,,,,,,,,,,,,,,,,,,,3-4 anys,2.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula;Corregir treballs / tasques de l’alumnat;Comunicar-te amb l’alumnat o companys;Aprendre contingut per impartir a l’aula,Híbrid i presentació oral,"No, l’ús d’IA està prohibit",5.0,Exàmens orals o entrevistes personalitzades;Anàlisi de processos i esborranys previs dels treballs,2.0,3.0,4.0,No,5,5
Professor/Personal docent,Cicle formatiu grau superior,3-4 anys,Informàtica,,,,,,,,,,,,,,,,,,,,,3-4 anys,3.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Híbrid (Examen en paper i ordinador),"Sí, però amb limitacions específiques",4.0,Exàmens orals o entrevistes personalitzades,1.0,4.0,4.0,No,3,3
Professor/Personal docent,Cicle formatiu grau mitjà,3-4 anys,Audiovisual ,,,,,,,,,,,,,,,,,,,,,3-4 anys,1.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Híbrid (Examen en paper i ordinador),"Sí, sense restriccions",1.0,Comparació amb exercicis previs fets sense IA,4.0,4.0,4.0,No,1,5
Professor/Personal docent,Cicle formatiu grau superior,5+ anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,5+ anys,3.0,2.0,Generar contingut docent / material;Aprendre contingut per impartir a l’aula,Examen en ordinador,"Sí, sense restriccions",3.0,Exàmens orals o entrevistes personalitzades,2.0,4.0,4.0,No,2,5
Professor/Personal docent,Cicle formatiu grau superior,1-2 anys,Audiovisuals,,,,,,,,,,,,,,,,,,,,,1-2 anys,2.0,2.0,Generar contingut docent / material;Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Examen escrit en paper,"No, l’ús d’IA està prohibit",3.0,Exàmens orals o entrevistes personalitzades,4.0,4.0,4.0,No,1,5
Professor/Personal docent,Cicle formatiu grau superior,Menys d'1 any,Informàtica ,,,,,,,,,,,,,,,,,,,,,3-4 anys,1.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula;Corregir treballs / tasques de l’alumnat;Aprendre contingut per impartir a l’aula,Examen escrit en paper,"No, l’ús d’IA està prohibit",5.0,Exàmens orals o entrevistes personalitzades;Ús de programari de detecció de contingut generat per IA;Anàlisi de processos i esborranys previs dels treballs,3.0,3.0,3.0,No,3,3
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Informàtica ,,,,,,,,,,,,,,,,,,,,,5+ anys,3.0,4.0,Generar contingut docent / material;Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Examen en ordinador,"Sí, però amb limitacions específiques",2.0,Exàmens orals o entrevistes personalitzades,4.0,3.0,5.0,No,4,4
Professor/Personal docent,Cicle formatiu grau mitjà,3-4 anys,Informàtica,,,,,,,,,,,,,,,,,,,,,3-4 anys,5.0,5.0,Generar contingut docent / material;Generar noves idees per a l’aula;Corregir treballs / tasques de l’alumnat;Aprendre contingut per impartir a l’aula,Híbrid (Examen en paper i ordinador),"Sí, sense restriccions",1.0,Exàmens orals o entrevistes personalitzades,3.0,1.0,3.0,No,4,5
Professor/Personal docent,Cicle formatiu grau superior,3-4 anys,Imatge i so,,,,,,,,,,,,,,,,,,,,,3-4 anys,1.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Presentació oral,"Sí, però amb limitacions específiques",4.0,Exàmens orals o entrevistes personalitzades,4.0,5.0,5.0,No,1,5
Professor/Personal docent,Grau universitari,5+ anys,Arts i humanitats,,,,,,,,,,,,,,,,,,,,,1-2 anys,3.0,2.0,Generar contingut docent / material;Generar noves idees per a l’aula;Corregir treballs / tasques de l’alumnat,Examen escrit en paper,"Sí, sense restriccions",1.0,Exàmens orals o entrevistes personalitzades,5.0,5.0,5.0,No,1,5
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,5.0,ChatGPT,5.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",5.0,ChatGPT,1.0,Sí,Sí,5.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,Sí,1.0,1.0,,,,,,,,,,,,,2,5
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,3.0,ChatGPT;DeepSeek;Gemini,5.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Sí,Sí,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,Sí,4.0,4.0,,,,,,,,,,,,,2,4
Professor/Personal docent,Cicle formatiu grau superior,3-4 anys,Idiomes,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,2.0,Generar contingut docent / material,Híbrid (Examen en paper i ordinador),"Sí, però amb limitacions específiques",4.0,Exàmens orals o entrevistes personalitzades;Anàlisi de processos i esborranys previs dels treballs,5.0,5.0,5.0,No,3,3
Estudiant,Cicle formatiu grau superior,3-4 anys,Dam,5.0,ChatGPT;DeepSeek;Gemini,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",5.0,ChatGPT,3.0,Sí,Sí,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,Sí,5.0,5.0,,,,,,,,,,,,,4,5
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Enginyeria i arquitectura,4.0,ChatGPT;Copilot;DeepSeek;Gemini,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",3.0,ChatGPT,3.0,Potser,Sí,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,Potser,1.0,4.0,,,,,,,,,,,,,2,1
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Informàtica,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,1.0,Generar contingut docent / material,Examen en ordinador,"No, l’ús d’IA està prohibit",5.0,Exàmens orals o entrevistes personalitzades,1.0,5.0,1.0,No,1,1
Professor/Personal docent,Cicle formatiu grau mitjà,3-4 anys,Informàtica ,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,2.0,Generar contingut docent / material;Corregir treballs / tasques de l’alumnat;Aprendre contingut per impartir a l’aula,Híbrid (Examen en paper i ordinador),"No, l’ús d’IA està prohibit",4.0,Exàmens orals o entrevistes personalitzades,4.0,5.0,5.0,No,3,5
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Enginyeria i arquitectura,2.0,ChatGPT;Copilot;Gemini,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",4.0,ChatGPT,1.0,Potser,Sí,2.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,Sí,2.0,4.0,,,,,,,,,,,,,5,5
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Desarrollo de Aplicaciones Multiplataforma,5.0,ChatGPT;Copilot;Gemini,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions)",4.0,ChatGPT,2.0,Potser,Potser,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,No,3.0,5.0,,,,,,,,,,,,,5,5
Estudiant,Cicle formatiu grau superior,3-4 anys,Informàtica,5.0,ChatGPT;Claude,5.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",4.0,ChatGPT,2.0,Potser,Sí,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,Sí,2.0,4.0,,,,,,,,,,,,,4,4
Estudiant,Cicle formatiu grau superior,1-2 anys,Informatica - Programacio,4.0,ChatGPT;Copilot;Gemini,3.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Potser,Sí,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,No,4.0,4.0,,,,,,,,,,,,,3,4
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,5+ anys,3.0,3.0,Generar noves idees per a l’aula;Aprendre contingut per impartir a l’aula,Híbrid (Examen en paper i ordinador),"Sí, però amb limitacions específiques",3.0,Comparació amb exercicis previs fets sense IA,3.0,3.0,4.0,No,4,4
Estudiant,Cicle formatiu grau mitjà,5+ anys,Informatica,4.0,ChatGPT;Copilot,3.0,Cercar informació de manera ràpida i eficient;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques,5.0,Apunts,3.0,Potser,Potser,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,No,3.0,3.0,,,,,,,,,,,,,3,3
Estudiant,Cicle formatiu grau mitjà,Menys d'1 any,informatica,3.0,ChatGPT;DeepSeek;Gemini,5.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",5.0,ChatGPT,1.0,Sí,Sí,5.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,Sí,1.0,3.0,,,,,,,,,,,,,3,5
Professor/Personal docent,Cicle formatiu grau mitjà,5+ anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,5+ anys,2.0,2.0,Aprendre contingut per impartir a l’aula,Examen en ordinador,"Sí, sense restriccions",2.0,Anàlisi de processos i esborranys previs dels treballs,4.0,4.0,3.0,No,2,3
Professor/Personal docent,Cicle formatiu grau superior,5+ anys,Cicles de Informàtica,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,1.0,Generar contingut docent / material,Examen en ordinador,"Sí, sense restriccions",5.0,Exàmens orals o entrevistes personalitzades;Comparació amb exercicis previs fets sense IA,5.0,5.0,5.0,No,5,4
Professor/Personal docent,Cicle formatiu grau superior,3-4 anys,Ciberseguretat,,,,,,,,,,,,,,,,,,,,,3-4 anys,4.0,4.0,Generar contingut docent / material;Generar noves idees per a l’aula;Corregir treballs / tasques de l’alumnat;Comunicar-te amb l’alumnat o companys;Aprendre contingut per impartir a l’aula,Examen en ordinador,"No, l’ús d’IA està prohibit",4.0,Exàmens orals o entrevistes personalitzades;Anàlisi de processos i esborranys previs dels treballs,4.0,4.0,3.0,No,3,5
Professor/Personal docent,Professorat de cicles formatius de grau mitjà i de grau superior,5+ anys,Informàtica,,,,,,,,,,,,,,,,,,,,,5+ anys,1.0,1.0,Generar noves idees per a l’aula,Examen en ordinador,"No, l’ús d’IA està prohibit",5.0,Exàmens orals o entrevistes personalitzades;Comparació amb exercicis previs fets sense IA;Ús de programari de detecció de contingut generat per IA,1.0,5.0,1.0,No,2,1
Professor/Personal docent,Cicle formatiu grau mitjà,3-4 anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,3-4 anys,2.0,1.0,Generar contingut docent / material;Aprendre contingut per impartir a l’aula,Projecte escrit,"Sí, però amb limitacions específiques",5.0,Exàmens orals o entrevistes personalitzades,3.0,3.0,3.0,No,4,4
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Informática,5.0,ChatGPT;Copilot;DeepSeek;Gemini;Midjourney,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,ChatGPT,2.0,Sí,Sí,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,No,3.0,3.0,,,,,,,,,,,,,4,3
Estudiant,Cicle formatiu grau superior,Menys d'1 any,DAM,4.0,ChatGPT;Copilot;DeepSeek;Gemini;Julius Ai,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",4.0,ChatGPT,3.0,Potser,Sí,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,Sí,1.0,3.0,,,,,,,,,,,,,3,4
Estudiant,Cicle formatiu grau superior,1-2 anys,Informatica,5.0,ChatGPT;Gemini,4.0,"Cercar informació de manera ràpida i eficient;Generar materials d’estudi (apunts, esquemes, resums);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques",5.0,ChatGPT,3.0,Potser,Sí,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,No,2.0,5.0,,,,,,,,,,,,,4,5
Estudiant,Cicle formatiu grau superior,3-4 anys,Informàtica i telecomunicacions,4.0,ChatGPT;Copilot;Gemini,3.0,Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques,4.0,Apunts,3.0,Sí,Potser,3.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,Potser,3.0,3.0,,,,,,,,,,,,,2,4
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Programació,3.0,ChatGPT;Gemini,5.0,"Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Sí,Sí,3.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,No,1.0,2.0,,,,,,,,,,,,,1,5
Professor/Personal docent,Grau universitari,3-4 anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,3-4 anys,1.0,1.0,Corregir treballs / tasques de l’alumnat,Examen escrit en paper,"No, l’ús d’IA està prohibit",5.0,Exàmens orals o entrevistes personalitzades,1.0,1.0,1.0,No,4,2
Estudiant,Cicle formatiu grau superior,1-2 anys,Informatica,5.0,ChatGPT;Copilot;DeepSeek,3.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Resolució de problemes acadèmics/complexos o tasques",4.0,No n'estic segur/a,3.0,Sí,Sí,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,No,4.0,3.0,,,,,,,,,,,,,4,3
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Informatica,3.0,ChatGPT;Copilot;DeepSeek,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",5.0,ChatGPT,3.0,Sí,Sí,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,No,3.0,2.0,,,,,,,,,,,,,3,4
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Enginyeria i arquitectura,4.0,ChatGPT;Copilot;DeepSeek;Gemini;Dall-E;BlackBox,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés;Realitzar les tasques per complet sense modificar el contingut generat per la IA",5.0,ChatGPT,4.0,Sí,Potser,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,Potser,3.0,4.0,,,,,,,,,,,,,3,3
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,4.0,ChatGPT;Copilot;Perplexity,4.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",5.0,Apunts,2.0,Sí,Sí,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,Sí,4.0,4.0,,,,,,,,,,,,,1,5
Estudiant,Cicle formatiu grau superior,1-2 anys,Enginyeria i arquitectura,5.0,ChatGPT;Copilot;Cursor,5.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",5.0,ChatGPT,3.0,Sí,Sí,5.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,Sí,1.0,1.0,,,,,,,,,,,,,1,5
Estudiant,Cicle formatiu grau superior,3-4 anys,Enginyeria i arquitectura,5.0,ChatGPT;Copilot,4.0,"Cercar informació de manera ràpida i eficient;Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Sí,Sí,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Sí,3.0,4.0,,,,,,,,,,,,,4,4
Estudiant,Grau universitari,3-4 anys,Enginyeria i arquitectura,2.0,ChatGPT,2.0,Resumir temes complexos;Resolució de problemes acadèmics/complexos o tasques,5.0,ChatGPT,3.0,No,Potser,3.0,2.0,4.0,1.0,5.0,3.0,1.0,5.0,Sí,2.0,4.0,,,,,,,,,,,,,4,2
Estudiant,Cicle formatiu grau superior,Menys d'1 any,Tecnologia ,4.0,ChatGPT;Copilot;DeepSeek,4.0,"Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",3.0,ChatGPT,3.0,Potser,Sí,2.0,2.0,5.0,1.0,2.0,4.0,2.0,5.0,Potser,3.0,5.0,,,,,,,,,,,,,3,4
Professor/Personal docent,Postgrau,1-2 anys,Enginyeria i arquitectura,,,,,,,,,,,,,,,,,,,,,1-2 anys,2.0,1.0,Generar contingut docent / material;Generar noves idees per a l’aula,Presentació oral,"Sí, però amb limitacions específiques",1.0,Exàmens orals o entrevistes personalitzades;Ús de programari de detecció de contingut generat per IA;Anàlisi de processos i esborranys previs dels treballs,1.0,2.0,5.0,Sí,3,5
Estudiant,Grau universitari,5+ anys,Enginyeria i arquitectura,4.0,ChatGPT;Copilot,3.0,"Generar materials d’estudi (apunts, esquemes, resums);Resolució de problemes acadèmics/complexos o tasques;Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,Apunts,3.0,Sí,Sí,3.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,No,5.0,5.0,,,,,,,,,,,,,3,4
Professor/Personal docent,Cicles grau mitja + superior,Menys d'1 any,Mecànica i Electricitat,,,,,,,,,,,,,,,,,,,,,1-2 anys,3.0,3.0,Generar contingut docent / material;Generar noves idees per a l’aula,Examen + entregues de pràctiques,"Sí, però amb limitacions específiques",1.0,Exàmens orals o entrevistes personalitzades;Anàlisi de processos i esborranys previs dels treballs,2.0,1.0,5.0,No,1,5
Estudiant,Cicle formatiu grau superior,1-2 anys,Informatica,5.0,ChatGPT,3.0,"Resumir temes complexos;Cercar informació de manera ràpida i eficient;Cercar informació per contrastar fonts o aprofundir en un tema;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions)",4.0,ChatGPT,1.0,Sí,Potser,3.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,No,1.0,5.0,,,,,,,,,,,,,1,5
Estudiant,Cicle formatiu grau superior,5+ anys,informatica,4.0,ChatGPT;Copilot;DeepSeek;Gemini,4.0,"Resumir temes complexos;Cercar informació per contrastar fonts o aprofundir en un tema;Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming);Realitzar les tasques de manera parcial, com a suport per entendre millor el procés",4.0,No n'estic segur/a,3.0,Potser,Sí,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,Sí,3.0,1.0,,,,,,,,,,,,,4,4
Estudiant,Cicle formatiu grau superior,5+ anys,Ciències de la salut,4.0,ChatGPT,3.0,"Resumir temes complexos;Generar materials d’estudi (apunts, esquemes, resums);Practicar per a exàmens (qüestionaris, simulacions);Generar idees (brainstorming)",5.0,ChatGPT,3.0,Sí,Sí,4.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,Sí,3.0,4.0,,,,,,,,,,,,,3,4
